participation,barriers,motive,efficacy,id
15.2307692307692,1.77742763772176,3.5,NA,50
8.07692307692308,2.30567226890756,2.5,80,51
6,1.83076563958917,3.75,62.15,52
6.05769230769231,2.45261437908497,1.30555555555556,NA,53
13.7307692307692,2.92577030812325,4.5,72.337962962963,54
0.692307692307692,2.06220821661998,2.33333333333333,62.2685185185185,55
8.56730769230769,2.98062558356676,3.44444444444444,65.2777777777778,56
20.7692307692308,1.99253034547152,4.58333333333333,58.8888888888889,57
10.8461538461538,1.77124183006536,4.08333333333333,83.3333333333333,58
0.288461538461538,3.54049953314659,3.5,73.4722222222222,59
3.75,2.83403361344538,3.22222222222222,77.8055555555556,60
1.09615384615385,2.59955648926237,3.38888888888889,75.8888888888889,61
20.3653846153846,3.05123716153128,4.16666666666667,65.0793650793651,62
2.82692307692308,2.41526610644258,3.25,93.2638888888889,63
4.21153846153846,2.86146125116713,3.91666666666667,NA,64
8.76923076923077,1.28571428571429,NA,NA,65
2.30769230769231,1.85609243697479,2.80555555555556,70,66
3.23076923076923,2.4093137254902,2.41666666666667,51.3888888888889,67
8.88461538461539,2.19887955182073,2.52777777777778,65.0694444444444,68
6.40384615384615,2.32317927170868,3,58.7361111111111,69
3.28846153846154,2.51727357609711,3.97222222222222,64.0277777777778,70
19.9038461538462,3.21697012138189,3.52777777777778,64.8055555555556,71
8.82692307692308,2.80053688141923,3.94444444444444,40.8809523809524,72
6.69230769230769,2.15499533146592,3.83333333333333,50.7638888888889,73
8.65384615384615,1.98401027077498,4.05555555555556,61.9444444444444,74
10.0384615384615,1.16666666666667,5,74.9814814814815,75
9.80769230769231,3.01984126984127,2.13888888888889,69.7222222222222,76
1.5,2.40966386554622,3.27777777777778,66.0714285714286,77
25.2692307692308,2.91935107376284,4,78.8888888888889,78
15.6923076923077,1.71475256769374,3.11111111111111,77,79
3.80769230769231,2.22759103641457,3,91.6666666666667,80
23.25,3.38643790849673,4.16666666666667,75.8134920634921,81
6.92307692307692,2.23576097105509,3.83333333333333,67.1111111111111,82
25.0384615384615,2.57259570494865,3.5,78.1124338624339,83
14.3076923076923,2.23576097105509,2.5,75,84
7.03846153846154,2.30543884220355,3.91666666666667,91.1111111111111,85
16.4423076923077,1.94642857142857,2.66666666666667,72.4047619047619,86
2.30769230769231,2.82843137254902,4.16666666666667,45,87
1.03846153846154,2.70214752567694,2.55555555555556,100,88
4.38461538461539,2.92366946778711,3,56.2314814814815,89
3.80769230769231,2.47478991596639,2.33333333333333,65.3174603174603,90
2.30769230769231,1.39729225023343,2.83333333333333,49.5476190476191,91
4.15384615384615,2.98622782446312,3.25,62.6666666666667,92
8.30769230769231,2.29353408029879,3.77777777777778,64.9537037037037,93
14.7692307692308,3.18475723622782,4.83333333333333,68.7777777777778,94
7.03846153846154,2.13608776844071,3.52777777777778,68.6805555555556,95
10.2115384615385,2.18825863678805,2.19444444444444,54.3055555555556,96
19.7307692307692,1.38258636788049,3.16666666666667,65.8134920634921,97
4.78846153846154,2.51739028944911,2.94444444444444,55.5,98
18.9230769230769,1.98797852474323,3.88888888888889,71.6964285714286,99
10.9615384615385,2.68779178338002,3,50.9206349206349,100
5.19230769230769,2.03699813258637,3.19444444444444,76.3194444444445,101
2.30769230769231,1.32738095238095,3.02777777777778,81.1666666666667,102
12.2307692307692,2.0203081232493,3.75,94.1666666666667,103
21.5192307692308,2.79353408029879,3.83333333333333,49.5582010582011,104
19.3846153846154,1.44736227824463,4.08333333333333,82.7777777777778,105
0.980769230769231,2.15009337068161,NA,70,106
19.6153846153846,3.08940242763772,4,72.125,107
9.46153846153846,3.09862278244631,2.27777777777778,55.6,108
10.0384615384615,2.26797385620915,3.36111111111111,NA,109
11.5384615384615,2.05917366946779,3.61111111111111,63.9138888888889,110
3.63461538461538,1.46825396825397,3.5,56.6904761904762,111
6.34615384615385,2.57586367880486,2.88888888888889,56.8095238095238,112
0,2.1031746031746,NA,NA,113
7.67307692307692,2.64799253034547,2.80555555555556,64.1666666666667,114
4.44230769230769,3.12803454715219,4.25,63.25,115
6.75,2.14950980392157,3.5,76.0277777777778,116
8.07692307692308,1.74929971988796,3.13888888888889,90,117
13.3846153846154,2.56734360410831,2.58333333333333,62.8571428571429,118
3.40384615384615,2.39309056956116,4.38888888888889,60.8333333333333,119
27.4038461538462,2.28139589169001,3.33333333333333,63.5333333333333,120
1.38461538461538,2.77591036414566,2.77777777777778,56,121
0.884615384615385,2.57049486461251,2.80555555555556,NA,122
3,1.82831465919701,3.83333333333333,54.1481481481481,123
0.346153846153846,2.87254901960784,3.61111111111111,63.0416666666667,124
15.2307692307692,2.03501400560224,4.33333333333333,NA,125
1.15384615384615,2.06676003734827,3.25,79.75,126
24.2307692307692,2.21732026143791,3.36111111111111,58.5820105820106,127
10.0961538461538,3.19105975723623,3.16666666666667,54.2162698412698,128
27.9807692307692,2.14822595704949,3.44444444444444,77.7777777777778,129
14.5096153846154,2.35445845004669,3.13888888888889,52.4027777777778,130
5.76923076923077,2.42798786181139,3,54.9444444444444,131
5.01923076923077,2.53034547152194,3.25,NA,132
4.90384615384615,2.89297385620915,3.33333333333333,46.6805555555556,133
3.69230769230769,1.92938842203548,2.88888888888889,83.6,134
3.28846153846154,2.1031746031746,2.41666666666667,65.1111111111111,135
2.30769230769231,2.20634920634921,5,46.5,136
13.8461538461538,NA,NA,NA,137
18.9230769230769,1.41795051353875,2.58333333333333,51.9047619047619,138
0.288461538461538,3.5266106442577,4,57.25,139
9.86538461538461,3.69129318394024,2,62.2579365079365,140
3.86538461538462,2.68137254901961,3.61111111111111,65.6865079365079,141
5.48076923076923,2.1031746031746,4.5,NA,142
29.25,2.71860410830999,4.22222222222222,70.9126984126984,143
4.84615384615385,3.21206816059757,3.41666666666667,43.781746031746,144
7.55769230769231,2.13982259570495,3.11111111111111,53.2222222222222,145
5.13461538461539,3.47572362278245,2.19444444444444,NA,146
0,2.86484593837535,NA,NA,147
7.73076923076923,2.1547619047619,3.38888888888889,73.5763888888889,148
23.9423076923077,1.91433239962652,3.25,41.0033068783069,149
18,2.22712418300654,3.86111111111111,81.9126984126984,150
5.88461538461539,2.39985994397759,3.25,30.8472222222222,151
0,1,NA,NA,152
10.8461538461538,3.70693277310924,NA,NA,153
13.0384615384615,2.22560690943044,2.86111111111111,75.5753968253968,154
3.46153846153846,2.25863678804855,3.5,73.3174603174603,155
6,3.39834267040149,3.33333333333333,34.7592592592593,156
9.69230769230769,1.23015873015873,4.33333333333333,74.6494708994709,157
13.6442307692308,2.56617647058824,3.66666666666667,71.4642857142857,158
13.5,1.18650793650794,5,72.6587301587302,159
16.6153846153846,2.20868347338936,4,80.3650793650794,160
18.9807692307692,2.62488328664799,4.5,49.7777777777778,161
3.80769230769231,1.93055555555556,3.5,NA,162
15.9230769230769,3.69047619047619,4.13888888888889,69.7708333333333,163
6.92307692307692,3.41269841269841,3.75,NA,164
5.04807692307692,1,3.27777777777778,NA,165
6.92307692307692,2.28081232492997,4.5,90.7083333333333,166
10.8461538461538,1.85119047619048,3.61111111111111,60.3055555555556,167
7.78846153846154,3.4733893557423,2.63888888888889,50.6015873015873,168
16.9038461538462,1.734360410831,3.80555555555556,53,169
0.576923076923077,1.76237161531279,2.77777777777778,NA,170
12.1730769230769,3.4421101774043,3.33333333333333,79.5634920634921,171
19.0961538461538,2.4593837535014,4.16666666666667,63.0787037037037,172
16.9615384615385,2.04318394024276,3.33333333333333,80.9920634920635,173
0.230769230769231,2.00571895424837,3.91666666666667,63.2666666666667,174
1.21153846153846,3.21451914098973,2.33333333333333,41.3333333333333,175
11.5384615384615,1.42542016806723,3.5,NA,176
6.92307692307692,1.38492063492063,3.83333333333333,65.7738095238095,177
8.82692307692308,1.13258636788049,2.30555555555556,73.0787037037037,178
3.80769230769231,2.56617647058824,3.08333333333333,67.5416666666667,179
5.65384615384615,2.47478991596639,4,NA,180
11.7115384615385,3.38573762838469,3.38888888888889,68.3293650793651,181
13.3846153846154,1.92355275443511,3.77777777777778,73.6111111111111,182
13.3846153846154,2.12068160597572,2.55555555555556,43.2003968253968,183
1.26923076923077,1.74054621848739,4,NA,184
6,2.42693744164332,1.88888888888889,50.4814814814815,185
9,2.68942577030812,4,64.6865079365079,186
2.13461538461538,2.50431839402428,3.13888888888889,34.468253968254,187
2.48076923076923,2.28734827264239,2.11111111111111,45,188
0.923076923076923,2.8703314659197,2.33333333333333,53.1666666666667,189
3.05769230769231,1.95401493930906,4.75,64.1626984126984,190
1.55769230769231,3.51027077497666,NA,NA,191
5.82692307692308,2.80859010270775,3.36111111111111,60.3680555555556,192
1.96153846153846,2.30520541549953,3.25,NA,193
6.92307692307692,2.00221755368814,4.33333333333333,90.8333333333333,194
20.5961538461538,1.98611111111111,4.47222222222222,85.6812169312169,195
6.92307692307692,1.78069561157796,1,66.25,196
11.0769230769231,3.31979458450047,3.41666666666667,64.3981481481482,197
0.923076923076923,2.1031746031746,1,53.3333333333333,198
5.53846153846154,2.68172268907563,NA,NA,199
3.11538461538462,2.15616246498599,1.91666666666667,75,200
6,2.32586367880486,4.52777777777778,71.3194444444444,201
11.5384615384615,2.41363211951447,3.69444444444444,NA,202
19.2115384615385,3.08811858076564,2.58333333333333,72.2638888888889,203
7.84615384615385,2.75548552754435,4.75,74.1825396825397,204
22.4423076923077,1.19246031746032,4,75.1944444444444,205
2.36538461538462,2.49264705882353,3.08333333333333,NA,206
5.30769230769231,1.91573295985061,3.33333333333333,73.125,207
1.58653846153846,1.58064892623716,3.11111111111111,67.3511904761905,208
3.83653846153846,1.35912698412698,NA,NA,209
13.3846153846154,1.25,3.25,53.7916666666667,210
14.9423076923077,2.41771708683473,3.22222222222222,57.1349206349206,211
2.07692307692308,2.01283846872082,3.16666666666667,54.5277777777778,212
16.6730769230769,2.19292717086835,3.75,NA,213
10.2692307692308,2.43335667600373,3.16666666666667,52.4814814814815,214
20.8846153846154,2.9437441643324,3.30555555555556,54.3809523809524,215
12.5769230769231,1.63492063492063,3.44444444444444,78.4166666666667,216
5.56730769230769,1.70144724556489,3.66666666666667,73.6296296296296,217
11.6826923076923,1.90102707749767,3.22222222222222,56.1527777777778,218
1.84615384615385,2.01517273576097,2.11111111111111,68.4523809523809,219
